CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0539,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,79.48,2998.1,Yes
CUST0540,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.32,67.04,No
CUST0541,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.6,151.87,No
CUST0542,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,67.51,1185.64,No
CUST0543,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.8,1144.2,Yes
CUST0544,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,77.12,4569.2,No
CUST0545,Male,1,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.76,870.82,Yes
CUST0546,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,116.34,7816.65,Yes
CUST0547,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,112.93,1566.28,No
CUST0548,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,73.58,2376.37,No
CUST0549,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,92.8,566.05,No
CUST0550,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,98.7,2188.68,No
CUST0551,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,35.02,57.25,No
CUST0552,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,111.6,5331.22,Yes
CUST0553,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,74.54,1336.93,No
CUST0554,Female,1,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.55,1129.02,Yes
CUST0555,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,97.25,298.68,Yes
CUST0556,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.63,1708.95,No
CUST0557,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,97.94,2156.48,No
CUST0558,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,98.12,1290.58,No
CUST0559,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.61,1427.35,No
CUST0560,Male,0,No,No,32,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,76.95,2469.94,No
CUST0561,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.11,10,No
CUST0562,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.6,1280.42,No
CUST0563,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,103.74,1364.29,No
CUST0564,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,39.4,99.12,No
CUST0565,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,105.58,1473.69,Yes
CUST0566,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,83.96,1870.02,No
CUST0567,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,96.18,0,No
CUST0568,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,96.64,306.73,No
CUST0569,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,32.05,277.48,No
CUST0570,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,77.13,460.68,No
CUST0571,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,111.18,334.53,Yes
CUST0572,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,110.7,5637.95,Yes
CUST0573,Female,1,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,85.44,5785.55,No
CUST0574,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.5,421.92,Yes
CUST0575,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.53,903.85,No
CUST0576,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,85.79,5974.69,No
CUST0577,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,94.21,60.58,Yes
CUST0578,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,98.49,5009.37,No
CUST0579,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.77,0,Yes
CUST0580,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,112.35,6426.05,No
CUST0581,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.43,837.1,No
CUST0582,Female,1,No,No,42,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,50.69,2131.23,No
CUST0583,Female,1,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,62.29,308.24,Yes
CUST0584,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,89.51,914.61,No
CUST0585,Male,1,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,75.61,158.41,Yes
CUST0586,Female,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer,77.2,18.73,No
CUST0587,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.39,458.94,No
CUST0588,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,45.07,296.1,No
CUST0589,Male,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.48,1391.08,Yes
CUST0590,Female,0,No,No,72,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,55.23,3987.73,Yes
CUST0591,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,96.62,1316.6,No
CUST0592,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,106.22,7617.42,No
CUST0593,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,97.18,2114.37,Yes
CUST0594,Male,0,No,No,37,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,76.2,2804.98,No
CUST0595,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,113.36,9.43,No
CUST0596,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,104.21,2079.45,No
CUST0597,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.25,1619.07,No
CUST0598,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.7,1587.8,Yes
CUST0599,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,72.97,790.94,Yes
CUST0600,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,43.8,632.66,No
CUST0601,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.3,126.4,Yes
CUST0602,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer,62.72,65.25,Yes
CUST0603,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.46,435.34,No
CUST0604,Male,1,Yes,No,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,75.22,2823.45,No
CUST0605,Male,1,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,85.77,3767.15,Yes
CUST0606,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.67,2083,No
CUST0607,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,110.11,7959.06,No
CUST0608,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,31.62,330.14,Yes
CUST0609,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.23,850.78,Yes
CUST0610,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,101.25,6390.39,No
CUST0611,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,95.37,4101.56,No
CUST0612,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,107.97,1416.53,Yes
CUST0613,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,114.44,5729.22,No
CUST0614,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.57,110.49,No
CUST0615,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card,74.2,3163.45,No
CUST0616,Female,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.4,266.66,No
CUST0617,Female,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.6,1850.17,No
CUST0618,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,106.14,1416.79,Yes
CUST0619,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,76.26,1144.77,No
CUST0620,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,95.04,1444.01,No
CUST0621,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer,94.37,2378.6,No
CUST0622,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,116.3,4778.3,No
CUST0623,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,103.94,6052.1,Yes
CUST0624,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,102.54,195.37,Yes
CUST0625,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,107.21,0,No
CUST0626,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,104.71,3258.61,No
CUST0627,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.62,879.42,No
CUST0628,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer,62.69,1833.14,No
CUST0629,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,98.77,7122.51,Yes
CUST0630,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,98.82,507.61,Yes
CUST0631,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,69.15,1451.26,Yes
CUST0632,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,33.45,640.86,Yes
CUST0633,Male,1,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.05,1199.99,Yes
CUST0634,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,39.74,61.52,Yes
CUST0635,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,117.86,7197.76,No
CUST0636,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.5,0,No
CUST0637,Male,1,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,71.08,5111.69,No
CUST0638,Male,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,78.66,1020.29,No
CUST0639,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,89.36,606.2,Yes
CUST0640,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,86.14,226.26,Yes
CUST0641,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,42.26,271.24,No
CUST0642,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,27.47,1026.87,Yes
CUST0643,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,77.12,884.73,Yes
CUST0644,Male,1,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.63,518.14,No
CUST0645,Female,1,No,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,66.93,1944.89,Yes
CUST0646,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,32.11,2338.12,No
CUST0647,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.33,1397.19,No
CUST0648,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.67,607.45,No
CUST0649,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,102.92,0,Yes
CUST0650,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.2,670.88,No
CUST0651,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,100.77,704.21,No
CUST0652,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card,103.87,1585.83,No
CUST0653,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,106.76,1720.69,No
CUST0654,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.45,1904.24,No
CUST0655,Male,0,No,Yes,12,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,80.72,969.35,No
CUST0656,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.71,680.54,No
CUST0657,Female,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,67.36,1467.93,No
CUST0658,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,99.59,602.4,Yes
CUST0659,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,67.58,2773.25,No
CUST0660,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.38,334.94,No
CUST0661,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.96,1548.57,No
CUST0662,Male,1,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,87.37,6310.2,Yes
CUST0663,Female,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,115.04,355.48,Yes
CUST0664,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,102.56,1672.73,Yes
CUST0665,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.05,4364.13,No
CUST0666,Male,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,92.23,3696.84,No
CUST0667,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.82,433.7,No
CUST0668,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,103.31,181.32,Yes
CUST0669,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,29,1400.42,No
CUST0670,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,100.11,3418.49,No
CUST0671,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,96.4,4343.83,Yes
CUST0672,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.33,520.41,Yes
CUST0673,Male,1,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.43,210.73,Yes
CUST0674,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,98.69,1349.74,No
CUST0675,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,111.78,3203.34,Yes
CUST0676,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.3,1521.65,No
CUST0677,Male,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,69.69,1119.86,No
CUST0678,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,122.34,832.65,Yes
CUST0679,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,108.95,7835.11,Yes
CUST0680,Male,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.01,2094.69,No
CUST0681,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,65.19,987.44,No
CUST0682,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,89.35,2074.03,Yes
CUST0683,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.62,204.79,Yes
CUST0684,Female,1,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,103.22,334.8,Yes
CUST0685,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,81.42,320.92,No
CUST0686,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,82.97,3097.37,No
CUST0687,Female,1,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,66.14,1884.11,No
CUST0688,Male,0,No,Yes,70,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.97,5094.75,Yes
CUST0689,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,67.86,2367.63,No
CUST0690,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,106.66,1029.38,No
CUST0691,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.45,145.12,No
CUST0692,Female,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,107.31,221.91,No
CUST0693,Female,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,80.48,1082.89,No
CUST0694,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,78.02,3379.46,No
CUST0695,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.03,1008.71,No
CUST0696,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,33.95,1513.19,No
CUST0697,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.62,1136.5,Yes
CUST0698,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,93.17,4737.9,No
CUST0699,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,114.89,1266.11,Yes
CUST0700,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.29,350.45,Yes
CUST0701,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,79.43,1441.08,No
CUST0702,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,114.04,0,Yes
CUST0703,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,101.44,836.08,Yes
CUST0704,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,65.38,1362.74,No
CUST0705,Male,1,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,92.03,1284.21,Yes
CUST0706,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,80.46,1628.97,Yes
CUST0707,Female,1,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,69.16,4029.31,No
CUST0708,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,103.63,641.03,No
CUST0709,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,19.63,647.35,No
CUST0710,Female,1,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,73.92,1973.41,No
CUST0711,Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,98.49,959.9,No
CUST0712,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,87.81,1372.44,Yes
CUST0713,Female,1,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,107.72,3664.19,No
CUST0714,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.43,218.38,Yes
CUST0715,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.9,14.78,No
CUST0716,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.57,801.44,Yes
CUST0717,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.14,642.55,No
CUST0718,Male,1,No,No,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.23,4086.35,Yes
